x	y
457634.4087	5915119.071
457634.6852	5915150.051
457560.7242	5915150.711
457561.0011	5915181.69
457524.1477	5915182.02
457525.8031	5915367.047
457488.8243	5915367.378
457489.9339	5915491.295
457526.9117	5915490.964
457527.4623	5915552.498
457490.4849	5915552.829
457490.7623	5915583.808
457453.7852	5915584.139
457453.5075	5915553.16
457416.4667	5915553.492
457416.1926	5915522.937
457379.4053	5915523.267
457378.3806	5915430.331
457341.5926	5915430.661
457341.3142	5915399.682
457304.2722	5915400.015
457303.9936	5915369.037
457193.1841	5915370.034
457192.9085	5915339.479
457008.1402	5915341.149
457008.5438	5915371.703
456971.4381	5915372.039
456971.9996	5915433.997
456935.0213	5915434.332
456935.5834	5915496.291
456898.7324	5915496.626
456898.8868	5915527.606
456825.0585	5915528.277
456824.7767	5915497.298
456750.9479	5915497.97
456750.6657	5915466.991
456713.6876	5915467.328
456713.4052	5915436.348
456676.4269	5915436.685
456676.1441	5915405.706
456528.3568	5915407.057
456528.0732	5915376.078
456491.2212	5915376.416
456490.6573	5915314.882
456527.5097	5915314.544
456525.8115	5915129.092
456488.9577	5915129.43
456487.9157	5915036.494
456451.1245	5915036.831
456450.5601	5914975.297
456413.5148	5914975.637
456412.946	5914913.679
456449.9919	5914913.339
456448.2909	5914727.888
456411.2436	5914728.227
456410.9632	5914697.674
456336.9911	5914697.928
456336.7102	5914667.373
456225.8841	5914668.393
456225.5985	5914637.415
456188.614	5914637.756
456188.0423	5914575.797
456114.1991	5914576.479
456113.6305	5914514.945
456039.6595	5914515.629
456039.3727	5914484.65
456002.3869	5914484.993
456002.0999	5914454.014
455928.2548	5914454.698
455926.5338	5914269.247
455963.5212	5914268.904
455961.8016	5914083.453
455998.6635	5914083.112
455996.9455	5913897.661
455960.0821	5913898.003
455959.5115	5913836.469
455922.5207	5913836.812
455921.6583	5913743.875
455884.6667	5913744.218
455884.379	5913713.239
455847.3873	5913713.583
455847.1032	5913683.028
455810.2381	5913683.371
455809.6617	5913621.412
455772.6692	5913621.756
455772.3808	5913590.777
455735.3881	5913591.122
455735.0994	5913560.143
455698.1065	5913560.488
455697.8176	5913529.508
455661.0147	5913529.851
455660.7295	5913499.298
455623.7361	5913499.643
455623.4467	5913468.663
455549.3324	5913469.356
455549.6223	5913500.336
455475.8258	5913501.027
455475.5354	5913470.047
455438.5418	5913470.394
455438.2512	5913439.415
455401.3842	5913439.761
455401.0933	5913408.782
455364.0992	5913409.13
455363.521	5913347.596
455326.5264	5913347.944
455325.9437	5913285.985
455252.0804	5913286.68
455251.7886	5913255.701
455214.7933	5913256.05
455214.5012	5913225.07
455177.5057	5913225.419
455177.2134	5913194.44
454992.3611	5913196.188
454992.6546	5913227.167
454844.7992	5913228.57
454844.2143	5913167.036
454807.2183	5913167.388
454806.6289	5913105.43
454769.7593	5913105.781
454769.1694	5913043.822
454732.1724	5913044.175
454731.8813	5913013.62
454694.884	5913013.973
454694.5886	5912982.994
454657.5276	5912983.347
454657.232	5912952.369
454583.3634	5912953.074
454582.7712	5912891.115
454545.773	5912891.469
454545.4766	5912860.491
454508.4782	5912860.845
454508.1856	5912830.29
454471.1869	5912830.644
454470.8901	5912799.665
454397.0191	5912800.374
454396.7218	5912769.395
454211.8529	5912771.173
454211.5544	5912740.193
454174.555	5912740.55
454174.2562	5912709.571
454137.2566	5912709.928
454136.9616	5912679.373
454100.0887	5912679.729
454100.3838	5912710.284
454026.5115	5912710.998
454026.2158	5912680.443
453989.216	5912680.801
453988.916	5912649.823
453951.9159	5912650.181
453951.6157	5912619.202
453914.6153	5912619.561
453913.7139	5912526.624
453876.8398	5912526.982
453875.9418	5912434.468
453838.94	5912434.827
453837.7404	5912311.336
453800.7377	5912311.696
453800.4365	5912280.716
453763.37	5912281.077
453763.0686	5912250.098
453726.0654	5912250.458
453725.7637	5912219.479
453688.9506	5912219.838
453687.7472	5912096.346
453724.5613	5912095.987
453723.3588	5911972.495
453686.5438	5911972.854
453686.2419	5911941.875
453649.1729	5911942.237
453648.8707	5911911.258
453611.8649	5911911.619
453611.2601	5911849.66
453574.2537	5911850.022
453571.5387	5911572.059
453534.6571	5911572.42
453534.3543	5911541.441
453497.3456	5911541.803
453496.4405	5911449.291
453459.431	5911449.653
453459.1277	5911418.674
453422.1179	5911419.037
453421.2115	5911326.523
453384.328	5911326.885
453383.5934	5911264.929
453346.7095	5911265.291
453346.4054	5911234.311
453309.3943	5911234.674
453309.09	5911203.696
453272.0786	5911204.059
453271.4738	5911142.526
453234.4619	5911142.89
453233.8524	5911080.932
453196.967	5911081.294
453196.3571	5911019.337
453159.3442	5911019.702
453159.0432	5910989.147
453122.0301	5910989.512
453121.7246	5910958.533
453084.7113	5910958.898
453084.4056	5910927.919
453047.519	5910928.283
453047.2131	5910897.304
453010.1993	5910897.67
453009.285	5910805.158
452972.2704	5910805.524
452971.6576	5910743.565
452934.5791	5910743.932
452933.05	5910589.462
452970.1297	5910589.095
452969.8233	5910558.116
453006.8398	5910557.75
453006.5336	5910526.771
453043.5503	5910526.405
453041.7189	5910340.956
453004.7008	5910341.322
453004.3989	5910310.767
452967.3805	5910311.133
452967.0741	5910280.154
452929.992	5910280.521
452929.6853	5910249.543
452892.9205	5910249.907
452892.6136	5910218.927
452855.5945	5910219.294
452855.2873	5910188.315
452744.2929	5910189.417
452744.9086	5910251.375
452707.8897	5910251.743
452708.5059	5910313.7
452671.4876	5910314.069
452671.7917	5910344.624
452634.9005	5910344.991
452635.2091	5910375.969
452561.1733	5910376.707
452560.8642	5910345.729
452523.8461	5910346.098
452520.7617	5910037.158
452557.7822	5910036.789
452557.4732	5910005.81
452594.494	5910005.441
452594.1895	5909974.886
452668.1045	5909974.15
452667.7962	5909943.171
452704.8174	5909942.803
452704.5093	5909911.824
452741.5308	5909911.456
452741.223	5909880.477
452778.3082	5909880.108
452778.0007	5909849.13
452814.7686	5909848.765
452815.0759	5909879.743
452852.2246	5909879.375
452850.0791	5909662.948
452812.9287	5909663.316
452811.3963	5909508.846
452774.6257	5909509.211
452774.0148	5909447.678
452662.876	5909448.783
452662.5677	5909417.803
452625.6693	5909418.17
452625.9779	5909449.15
452551.9276	5909449.888
452551.6186	5909418.908
452514.5933	5909419.278
452513.9748	5909357.321
452477.076	5909357.689
452477.3855	5909388.668
452403.3343	5909389.408
452404.26	5909481.92
452367.2352	5909482.291
452367.5454	5909513.27
452330.5208	5909513.641
452330.2103	5909482.661
452256.2876	5909483.403
452255.981	5909452.849
452218.9559	5909453.221
452218.6447	5909422.241
452144.7211	5909422.985
452144.0977	5909361.028
452107.0719	5909361.4
452106.76	5909330.421
452143.7861	5909330.048
452140.9897	5909052.088
452103.9615	5909052.46
452103.6496	5909021.481
452066.6211	5909021.854
452066.309	5908990.875
452029.2803	5908991.248
452028.9722	5908960.694
451991.8798	5908961.068
451991.5672	5908930.089
451954.7286	5908930.461
451954.1028	5908868.503
451917.0097	5908868.878
451916.6966	5908837.899
451879.6667	5908838.274
451879.3534	5908807.295
451805.4201	5908808.044
451805.1106	5908777.489
451731.0499	5908778.24
451730.7356	5908747.261
451656.8015	5908748.012
451656.4867	5908717.032
451619.4559	5908717.409
451619.1409	5908686.43
451582.1098	5908686.807
451581.7945	5908655.829
451433.7963	5908657.337
451433.1682	5908595.804
451396.1364	5908596.182
451395.5035	5908534.224
451358.4712	5908534.602
451357.5255	5908442.091
451320.6195	5908442.468
451320.3026	5908411.49
451283.2693	5908411.869
451282.635	5908349.911
451245.7284	5908350.289
451245.411	5908319.31
451282.3178	5908318.932
451280.4192	5908133.483
451317.4546	5908133.104
451317.142	5908102.551
451354.0506	5908102.173
451353.4172	5908040.215
451390.4533	5908039.837
451389.8205	5907977.879
451352.7839	5907978.257
451349.6259	5907669.318
451386.6649	5907668.94
451385.4035	5907545.45
451422.4435	5907545.072
451421.1831	5907421.581
451384.1422	5907421.959
451382.2481	5907236.511
451345.2057	5907236.89
451343.6269	5907082.421
451306.7103	5907082.798
451306.0766	5907020.84
451269.0325	5907021.219
451268.3983	5906959.263
451231.4809	5906959.641
451230.8505	5906898.108
451193.8055	5906898.487
451193.1703	5906836.529
451156.1248	5906836.909
451155.4935	5906775.376
451118.4475	5906775.757
451118.1294	5906744.778
451081.0197	5906745.159
451080.7014	5906714.18
451043.8455	5906714.559
451043.2085	5906652.602
451006.1615	5906652.983
451005.5283	5906591.45
450894.4496	5906592.595
450894.7648	5906623.148
450820.6704	5906623.913
450820.3548	5906593.359
450783.3074	5906593.742
450782.9872	5906562.763
450746.0666	5906563.145
450745.7462	5906532.166
450708.6983	5906532.55
450708.3776	5906501.571
450671.3295	5906501.955
450671.0085	5906470.975
450596.9118	5906471.744
450596.5948	5906441.19
450522.6247	5906441.958
450522.9422	5906472.512
450337.8275	5906474.439
450338.1507	5906505.418
450301.1025	5906505.805
450301.7492	5906567.762
450338.7969	5906567.375
450339.12	5906598.355
450376.1674	5906597.968
450376.4859	5906628.522
450413.533	5906628.136
450413.8557	5906659.115
450376.8088	5906659.501
450377.1316	5906690.48
450414.1783	5906690.094
450414.8236	5906752.051
450377.7774	5906752.437
450378.1003	5906783.416
450192.9977	5906785.349
450192.6736	5906754.37
450044.5525	5906755.922
450044.2274	5906724.943
450007.4351	5906725.329
450007.1098	5906694.351
449969.9996	5906694.74
449969.3485	5906632.783
449932.3014	5906633.172
449931.3286	5906540.661
449968.3764	5906540.272
449968.0509	5906509.293
450005.1625	5906508.903
450004.8372	5906477.924
449745.5625	5906480.653
449744.913	5906419.121
449670.9425	5906419.902
449671.2699	5906450.881
449523.2028	5906452.449
449523.8551	5906513.982
449486.8071	5906514.375
449487.1357	5906545.353
449413.04	5906546.14
449412.7109	5906515.161
449190.6766	5906517.525
449190.3461	5906486.546
449153.2342	5906486.942
449152.908	5906456.389
449115.8594	5906456.785
449115.5283	5906425.805
449078.4795	5906426.201
449078.1482	5906395.223
449041.2263	5906395.618
449040.8948	5906364.64
449003.8455	5906365.036
449003.5137	5906334.057
448929.4147	5906334.851
448928.4224	5906242.34
448891.4993	5906242.736
448889.8414	5906088.268
448778.8142	5906089.461
448778.481	5906058.482
448704.3777	5906059.28
448704.044	5906028.301
448666.9921	5906028.7
448666.6582	5905997.722
448555.6289	5905998.92
448555.9635	5906029.898
448481.8598	5906030.699
448481.5246	5905999.721
448444.5996	5906000.121
448443.9334	5905938.588
448518.0386	5905937.786
448516.9068	5905844.852
448442.9273	5905845.652
448442.2611	5905784.119
448479.1878	5905783.72
448478.8527	5905752.741
448516.0338	5905752.339
448515.5718	5905721.362
448552.6261	5905720.962
448552.2915	5905689.983
448589.346	5905689.583
448587.3441	5905504.136
448624.4001	5905503.736
448622.941	5905380.247
448659.9979	5905379.847
448657.999	5905194.401
448620.9406	5905194.8
448620.6065	5905163.822
448583.675	5905164.221
448583.3406	5905133.241
448546.2817	5905133.641
448545.9517	5905103.088
448508.8926	5905103.489
448508.2228	5905041.531
448471.1633	5905041.932
448470.8282	5905010.954
448433.8955	5905011.353
448433.5601	5904980.374
448359.44	5904981.177
448359.7758	5905012.156
448322.6524	5905012.559
448322.9885	5905043.537
448286.1196	5905043.937
448286.4559	5905074.915
448249.333	5905075.319
448249.6696	5905106.298
448212.6105	5905106.701
448212.9427	5905137.254
448175.8838	5905137.657
448176.2209	5905168.636
448139.2894	5905169.038
448139.6267	5905200.016
448102.5683	5905200.42
448103.2434	5905262.378
448066.1855	5905262.781
448066.5186	5905293.335
448029.461	5905293.739
448029.799	5905324.718
447992.8687	5905325.121
447993.0798	5905356.101
447808.0483	5905358.125
447807.7089	5905327.147
447770.6514	5905327.553
447770.9911	5905358.531
447733.934	5905358.938
447734.2739	5905389.916
447586.1734	5905391.543
447586.5143	5905422.523
447549.4577	5905422.931
447550.1353	5905484.463
447587.1915	5905484.055
447587.5324	5905515.033
447661.6442	5905514.218
447661.9847	5905545.197
447698.9133	5905544.791
447699.2535	5905575.77
447810.4199	5905574.551
447810.7594	5905605.529
447847.6874	5905605.124
447848.022	5905635.679
447885.077	5905635.273
447885.7549	5905697.23
447922.8095	5905696.824
447926.1877	5906005.761
447963.2398	5906005.356
447963.5784	5906036.335
447926.5265	5906036.74
447926.8653	5906067.719
447889.8136	5906068.124
447890.1526	5906099.102
447853.1012	5906099.508
447852.762	5906068.53
447815.8375	5906068.934
447813.8053	5905883.488
447776.7522	5905883.894
447775.7377	5905791.382
447664.7034	5905792.601
447664.363	5905761.622
447553.201	5905762.845
447552.8598	5905731.867
447515.9327	5905732.274
447515.5913	5905701.295
447404.6185	5905702.519
447405.6448	5905795.455
447442.4444	5905795.048
447444.1491	5905949.517
447407.3508	5905949.923
447407.6882	5905980.477
447370.6359	5905980.887
447370.9783	5906011.865
447333.799	5906012.276
447334.1416	5906043.254
447297.0898	5906043.664
447297.7755	5906105.622
447260.9148	5906106.03
447261.2579	5906137.008
447224.2068	5906137.419
447225.2321	5906229.931
447188.1818	5906230.341
447188.8689	5906292.298
447151.819	5906292.709
447152.1581	5906323.263
447115.1085	5906323.675
447114.7691	5906293.12
447077.8463	5906293.53
447078.1859	5906324.085
447041.1362	5906324.497
447041.4808	5906355.475
446930.4596	5906356.711
446929.7738	5906295.179
446892.7238	5906295.592
446892.3783	5906264.613
446781.355	5906265.853
446781.7012	5906296.831
446744.6513	5906297.245
446744.9931	5906327.8
446707.9434	5906328.214
446708.2901	5906359.193
446560.2196	5906360.852
446560.5673	5906391.831
446486.4054	5906392.664
446486.7536	5906423.643
446449.8317	5906424.058
446450.1801	5906455.036
446413.1314	5906455.453
446413.4801	5906486.432
446376.4317	5906486.849
446376.7758	5906517.402
446265.7583	5906518.654
446266.1079	5906549.633
446118.0432	5906551.307
446120.4925	5906767.731
446083.4462	5906768.151
446083.7971	5906799.13
446046.8781	5906799.548
446047.2292	5906830.527
446010.1834	5906830.947
446010.5299	5906861.501
445899.5204	5906862.761
445899.0461	5906832.208
445862.1274	5906832.628
445861.7752	5906801.65
445824.7291	5906802.071
445824.3766	5906771.092
445750.2841	5906771.936
445750.6371	5906802.915
445713.7182	5906803.336
445714.0714	5906834.314
445677.0256	5906834.737
445677.7277	5906896.269
445640.619	5906896.693
445642.3828	5907051.161
445568.4852	5907052.005
445567.7816	5906990.473
445530.6736	5906990.897
445529.9647	5906928.94
445418.8295	5906930.213
445418.4743	5906899.234
445381.5561	5906899.658
445381.2007	5906868.68
445307.1097	5906869.53
445306.4028	5906807.998
445232.4379	5906808.848
445231.7251	5906746.891
445194.6787	5906747.317
445195.0353	5906778.295
445157.9891	5906778.722
445158.3459	5906809.701
445121.2999	5906810.128
445121.657	5906841.106
445047.6926	5906841.959
445048.0453	5906872.514
445010.9998	5906872.941
445011.3576	5906903.92
444974.3124	5906904.348
444975.0285	5906966.305
444938.1108	5906966.732
444938.8225	5907028.264
444901.7782	5907028.693
444902.1368	5907059.671
444865.0927	5907060.1
444865.4515	5907091.078
444791.491	5907091.936
444791.1317	5907060.957
444754.0877	5907061.387
444753.7282	5907030.409
444716.6203	5907030.84
444716.2655	5907000.285
444679.4751	5907000.713
444678.3951	5906907.777
444641.2228	5906908.209
444640.1471	5906815.699
444603.1011	5906816.129
444602.0197	5906723.194
444527.9263	5906724.057
444527.5654	5906693.077
444453.6621	5906693.939
444453.3057	5906663.386
444416.2585	5906663.818
444415.8968	5906632.839
444267.8343	5906634.57
444268.197	5906665.549
444120.1355	5906667.285
444120.4941	5906697.838
444009.4805	5906699.142
444009.8448	5906730.121
443935.7515	5906730.993
443936.1163	5906761.971
443825.0406	5906763.281
443825.4061	5906794.259
443751.3137	5906795.134
443752.0408	5906856.666
443789.0915	5906856.653
443789.818	5906918.186
443863.972	5906917.311
443864.7026	5906979.268
443753.5048	5906980.581
443753.1388	5906949.602
443716.2209	5906950.038
443715.7276	5906919.061
443641.7642	5906919.936
443638.4737	5906641.979
443675.5211	5906641.54
443675.1546	5906610.562
443712.0751	5906610.125
443710.7423	5906486.634
443747.6638	5906486.198
443746.5658	5906393.262
443783.6151	5906392.825
443782.5228	5906300.314
443819.5728	5906299.877
443818.8418	5906237.92
443855.9559	5906237.482
443854.1346	5906083.014
443890.9956	5906082.579
443888.0856	5905835.601
443925.2028	5905835.164
443924.1085	5905742.229
443961.1628	5905741.792
443960.4338	5905679.836
443923.379	5905680.272
443922.6545	5905618.74
443959.7098	5905618.304
443958.9808	5905556.347
443996.0365	5905555.911
443995.313	5905494.378
444032.2422	5905493.944
444031.8782	5905462.966
444068.9347	5905462.531
444068.2071	5905400.574
444105.2641	5905400.138
444104.9006	5905369.16
444141.9578	5905368.726
444140.8729	5905276.214
444103.8149	5905276.649
444102.3658	5905153.16
444139.4247	5905152.726
444139.0614	5905121.746
444213.0526	5905120.879
444211.2436	5904966.412
444248.304	5904965.978
444247.9414	5904935
444210.8808	5904935.434
444210.1552	5904873.476
444173.2212	5904873.909
444172.5001	5904812.377
444135.4386	5904812.811
444133.9855	5904688.898
444096.923	5904689.333
444096.2009	5904627.8
444059.1379	5904628.235
444058.7742	5904597.257
444021.7109	5904597.693
444021.3469	5904566.715
443910.2836	5904568.021
443910.6483	5904598.999
443873.5215	5904599.436
443873.8864	5904630.414
443837.0141	5904630.849
443837.3743	5904661.403
443763.1852	5904662.278
443763.5509	5904693.256
443726.4884	5904693.694
443726.8543	5904724.672
443689.9191	5904725.108
443690.2853	5904756.087
443616.1613	5904756.964
443616.5279	5904787.942
443579.466	5904788.381
443579.8329	5904819.359
443394.7795	5904821.554
443395.1426	5904852.108
443321.0199	5904852.99
443321.3885	5904883.968
443284.4546	5904884.407
443284.8234	5904915.387
443173.6409	5904916.712
443175.114	5905040.2
443212.1739	5905039.758
443213.6511	5905163.672
443176.5922	5905164.114
443176.9567	5905194.667
443214.0154	5905194.225
443214.3847	5905225.205
443251.4431	5905224.763
443252.9143	5905348.251
443289.9718	5905347.81
443291.4472	5905471.724
443254.3906	5905472.166
443259.1737	5905873.611
443185.0669	5905874.495
443185.4365	5905905.473
443148.3834	5905905.915
443148.7532	5905936.894
442926.6902	5905939.551
442926.3189	5905908.571
442889.2022	5905909.016
442888.0928	5905816.506
442851.039	5905816.951
442850.6673	5905785.973
442776.6862	5905786.861
442776.314	5905755.882
442702.2054	5905756.773
442702.5781	5905787.752
442665.5241	5905788.198
442665.897	5905819.176
442628.9703	5905819.621
442629.3435	5905850.599
442555.2363	5905851.492
442554.8627	5905820.514
442517.8089	5905820.961
442517.4349	5905789.983
442443.4539	5905790.877
442443.8283	5905821.855
442369.7207	5905822.751
442370.0955	5905853.729
442296.1156	5905854.625
442296.4858	5905885.179
442259.4324	5905885.628
442260.1836	5905947.585
442223.1308	5905948.035
442223.8825	5906009.991
442186.9572	5906010.439
442187.3282	5906040.993
442150.2761	5906041.443
442150.6524	5906072.421
442113.6005	5906072.871
442113.9771	5906103.849
442077.0525	5906104.298
442077.8062	5906166.256
442040.755	5906166.706
442041.1321	5906197.685
442004.0177	5906198.136
442003.6404	5906167.158
441966.5892	5906167.61
441966.9667	5906198.588
441892.9921	5906199.49
441892.6141	5906168.512
441818.5117	5906169.417
441819.6421	5906261.927
441634.5171	5906264.193
441634.8968	5906295.172
441598.0373	5906295.624
441601.0718	5906543.026
441564.0236	5906543.481
441564.3986	5906574.034
441712.4635	5906572.219
441712.8427	5906603.198
441749.8905	5906602.745
441750.6485	5906664.701
441972.6145	5906661.991
441972.9921	5906692.97
442010.0392	5906692.518
442010.4114	5906723.072
442084.5685	5906722.169
442084.9454	5906753.148
442121.8649	5906752.699
442122.2415	5906783.677
442159.2878	5906783.227
442161.1645	5906937.695
442198.2096	5906937.245
442198.5858	5906968.223
442235.5036	5906967.775
442235.8795	5906998.754
442272.9242	5906998.305
442273.2998	5907029.283
442310.3443	5907028.834
442310.7146	5907059.388
442347.6316	5907058.941
442348.1339	5907089.917
442385.0507	5907089.47
442385.4257	5907120.448
442422.4694	5907120
442422.8441	5907150.979
442459.8876	5907150.531
442460.6314	5907212.064
442497.6795	5907212.04
442498.0486	5907242.594
442534.9643	5907242.148
442535.3383	5907273.127
442609.4233	5907272.233
442609.7968	5907303.212
442720.7965	5907301.875
442721.1693	5907332.853
442795.2534	5907331.962
442795.6257	5907362.94
442832.6675	5907362.495
442834.8896	5907547.518
442797.8544	5907548.387
442798.2216	5907578.941
442946.3186	5907577.163
442946.6899	5907608.141
442983.7298	5907607.698
442984.1009	5907638.677
443095.0928	5907637.348
443094.7224	5907606.369
443205.715	5907605.043
443206.0846	5907636.023
443169.045	5907636.465
443169.4149	5907667.443
443206.4543	5907667.001
443207.1886	5907728.533
443244.2275	5907728.092
443244.9663	5907790.049
443355.9546	5907788.727
443356.3233	5907819.705
443393.3616	5907819.264
443393.73	5907850.242
443430.7681	5907849.802
443431.1312	5907880.356
443468.169	5907879.916
443468.5369	5907910.894
443505.4473	5907910.456
443505.8151	5907941.435
443542.8524	5907940.996
443543.2199	5907971.974
443580.2569	5907971.535
443580.9915	5908033.492
443617.9009	5908033.055
443619.364	5908156.544
443582.4555	5908156.981
443582.8228	5908187.961
443508.7521	5908188.839
443509.1148	5908219.393
443324.1935	5908221.591
443323.8296	5908191.038
443138.7799	5908193.246
443138.4098	5908162.266
443101.3742	5908162.709
443101.0038	5908131.731
443063.968	5908132.174
443063.5974	5908101.196
443026.4978	5908101.64
443026.1269	5908070.661
442952.2449	5908071.546
442952.6163	5908102.525
442915.5167	5908102.97
442917.7413	5908288.416
442954.8394	5908287.971
442956.3199	5908411.461
442993.3535	5908411.017
442995.5752	5908596.464
443032.4169	5908596.023
443033.9005	5908719.937
442997.0598	5908720.378
442997.4259	5908750.932
442960.3949	5908751.376
442960.7663	5908782.354
442923.672	5908782.799
442924.0437	5908813.777
442887.0132	5908814.222
442887.3851	5908845.201
442850.4818	5908845.644
442851.221	5908907.177
442814.1912	5908907.622
442816.053	5909062.514
442779.0245	5909062.959
442780.1372	5909155.471
442743.1094	5909155.916
442743.4822	5909186.895
442706.4546	5909187.34
442706.8277	5909218.319
442669.9274	5909218.763
442671.0423	5909311.275
442634.0157	5909311.722
442634.3892	5909342.7
442597.3628	5909343.146
442597.7367	5909374.125
442560.7105	5909374.572
442561.0846	5909405.551
442524.1857	5909405.997
442524.5549	5909436.55
442487.5292	5909436.997
442487.9038	5909467.977
442450.8783	5909468.425
442451.2531	5909499.403
442303.2794	5909501.195
442302.9036	5909470.217
442265.8782	5909470.666
442264.3793	5909347.176
442301.4057	5909346.727
442300.2784	5909253.791
442337.3056	5909253.342
442336.1842	5909160.832
442373.085	5909160.384
442371.9643	5909067.873
442408.9929	5909067.424
442407.4928	5908943.51
442444.5224	5908943.062
442443.4032	5908850.551
442480.4334	5908850.104
442480.0589	5908819.124
442517.0893	5908818.677
442516.7151	5908787.699
442553.6188	5908787.253
442551.3796	5908601.806
442588.4118	5908601.359
442585.8055	5908385.359
442622.8394	5908384.912
442622.4658	5908353.934
442659.4999	5908353.487
442658.0067	5908229.573
442620.9716	5908230.019
442619.8561	5908137.508
442582.8204	5908137.955
442582.0728	5908075.998
442545.0366	5908076.445
442544.6677	5908045.891
442507.7582	5908046.337
442507.384	5908015.358
442470.3472	5908015.805
442469.9727	5907984.827
442432.9358	5907985.275
442428.4493	5907614.382
442391.4094	5907614.83
442390.2897	5907522.319
442316.3357	5907523.215
442315.9602	5907492.237
442278.9193	5907492.686
442278.5437	5907461.707
442241.5026	5907462.156
442241.1267	5907431.178
442167.1712	5907432.076
442166.7948	5907401.098
442129.7532	5907401.548
442129.3818	5907370.994
442092.4671	5907371.443
442092.0902	5907340.465
442055.0482	5907340.916
442054.6711	5907309.937
442017.5653	5907310.389
442017.188	5907279.41
441980.1454	5907279.861
441979.7678	5907248.883
441942.9793	5907249.332
441942.3525	5907218.781
441868.3936	5907219.683
441868.7667	5907250.238
441720.7865	5907252.047
441721.9243	5907344.982
441684.8188	5907345.437
441686.3317	5907468.925
441612.4402	5907469.831
441612.0602	5907438.853
441575.0189	5907439.308
441574.2637	5907377.775
441537.2219	5907378.23
441536.8414	5907347.252
441499.7994	5907347.707
441499.4187	5907316.729
441462.3764	5907317.185
441461.6145	5907255.227
441276.6551	5907257.505
441277.0373	5907288.483
441202.8889	5907289.399
441203.2716	5907320.378
441129.3777	5907321.291
441130.144	5907383.247
441093.0387	5907383.707
441094.1836	5907476.217
441057.1426	5907476.675
441059.0554	5907631.143
440985.1029	5907632.06
440984.3399	5907570.527
440947.2944	5907570.563
440946.9153	5907540.009
440909.8748	5907540.468
440910.2541	5907571.022
440873.3462	5907571.905
440874.4954	5907664.416
440837.4559	5907664.877
440839.376	5907819.344
440802.3376	5907819.805
440803.1083	5907881.761
440766.0704	5907882.222
440767.6074	5908005.711
440804.6443	5908005.251
440805.415	5908067.208
440657.3964	5908069.051
440657.0101	5908038.072
440582.9368	5908038.996
440582.55	5908008.018
440545.6401	5908008.479
440545.2531	5907977.501
440508.216	5907977.964
440508.6032	5908008.942
440434.5295	5908009.869
440434.1417	5907978.891
440397.2316	5907979.353
440396.8437	5907948.374
440285.668	5907949.767
440286.2473	5907980.744
440175.0724	5907982.14
440175.3347	5908013.12
440064.4783	5908014.515
440065.2586	5908076.472
440028.2222	5908076.939
440028.9976	5908138.471
439991.9617	5908138.938
439994.6908	5908355.362
439957.6566	5908355.829
439958.0475	5908386.808
439847.0726	5908388.21
439848.2421	5908480.72
439811.2088	5908481.188
439811.6007	5908512.166
439774.6947	5908512.633
439774.1756	5908481.657
439663.2029	5908483.063
439663.5957	5908514.041
439626.6897	5908514.509
439627.0828	5908545.488
439590.05	5908545.958
439592.4045	5908731.404
439555.3732	5908731.874
439557.7292	5908917.32
439594.7591	5908916.85
439595.5403	5908978.382
439632.5697	5908977.912
439632.9628	5909008.89
439595.9337	5909009.36
439596.327	5909040.339
439559.2981	5909040.81
439560.4734	5909133.32
439523.5722	5909133.789
439524.7537	5909226.725
439561.6542	5909226.256
439562.4359	5909287.788
439636.4899	5909286.848
439636.883	5909317.826
439673.7828	5909317.358
439674.1756	5909348.337
439711.2021	5909347.867
439711.5948	5909378.846
439748.621	5909378.376
439748.2287	5909347.398
439822.1547	5909346.463
439821.3709	5909284.505
439858.3979	5909284.037
439858.0116	5909253.483
439895.0388	5909253.015
439894.6474	5909222.037
439968.5754	5909221.103
439968.1844	5909190.125
440005.2122	5909189.658
440005.6028	5909220.636
440042.6304	5909220.169
440043.0208	5909251.147
440080.0481	5909250.681
440080.433	5909281.235
440117.3329	5909280.77
440117.7229	5909311.748
440154.7497	5909311.282
440155.5292	5909373.24
440118.5028	5909373.706
440118.8928	5909404.684
440081.9938	5909405.149
440083.5493	5909528.638
440046.5243	5909529.105
440048.8617	5909714.551
440085.8854	5909714.084
440086.2756	5909745.064
440123.1719	5909744.599
440124.3366	5909837.11
440087.441	5909837.574
440089.3868	5909992.042
440052.3653	5909992.509
440052.7558	5910023.487
440015.7345	5910023.954
440016.1253	5910054.933
439979.1043	5910055.4
439981.0538	5910209.867
440018.0736	5910209.4
440018.4643	5910240.379
440055.4839	5910239.912
440055.8744	5910270.891
440092.8937	5910270.424
440093.2786	5910300.978
440130.1707	5910300.514
440131.3407	5910393.45
440168.3591	5910392.984
440168.7489	5910423.962
440205.64	5910423.498
440206.1566	5910454.474
440243.1744	5910454.009
440242.7851	5910423.031
440279.8668	5910422.565
440280.2558	5910453.543
440317.0832	5910453.081
440317.4667	5910483.635
440354.5478	5910483.17
440354.9364	5910514.148
440391.9538	5910513.684
440392.3422	5910544.663
440429.3593	5910544.199
440430.1355	5910606.156
440467.0252	5910605.694
440468.5714	5910729.184
440690.5387	5910726.41
440690.1523	5910695.431
440727.1683	5910694.97
440726.7821	5910663.991
440763.7983	5910663.529
440763.4124	5910632.551
440800.3019	5910632.092
440799.9215	5910601.537
